,id,dish,ingredients,label
79,70000001039197290,Пельмени из индейки с лесными грибами и ароматным грибным бульоном,,Горячее
80,70000001039197290,Паста карбонара с беконом и соусом из желтков,,Паста
81,70000001039197290,Паста квадро формаджи из четырех сыров,,Паста
82,70000001039197290,Паста квадро формаджи из четырех сыров с слабосоленым лососем/говяжьим языком (на выбор),,Паста
83,70000001039197290,Десерт недели,,Десерты
84,70000001039197290,Роллы с лососем и красной икрой,,Роллы
85,70000001039197290,Роллы с копченым лососем и соусом спайси,,Роллы
86,70000001039197290,Роллы с тигровыми креветками и соусом из угря,,Роллы
87,70000001039197290,Роллы с творожным сыром и огурцом,,Роллы
88,70000001039197290,Караоке бар,"Караоке Барин бара расположено во втором зале. Любой желающий может исполнить какой-либо понравившийся хит. Использование бэк-вокала поможет гармонично дополнить практически любую из исполняемых песен. Расположен караоке-бар на цокольном этаже заведения. Такое архитектурное решение было принято, чтобы отделить помещение караоке-бара от основного зала.Караоке зал работает с четверга по воскресенье с 20:00.Наши преимущества:* караоке машина AST-250;* все песни можно петь абсолютно бесплатно;* обширная караоке-база с последними обновлениями;* лучшие хиты прошлых лет;* поддержка бэк-вокалистов.Уютная атмосфера, вежливое обслуживание, вкусная еда, душевное исполнение - мы лучшие в городе !",Наши залы
89,70000001039197290,Летняя веранда,"В летнее время и весь сентябрь мы накрываем для желающих столы на открытой веранде рядом с баром. Пронизанный солнечными лучами по утрам и дарящий прохладу в жаркий полдень, привлекает гостей уютной атмосферой и возможностью отдохнуть на свежем воздухе.Сегодня веранда – один из самых любимых уголков, где наши гости часто проводят свободное время в тёплый летний сезон.Если вы решили пообедать или поужинать на веранде, кроме основного меню бара, вам предложат на выбор различные блюда.Л",Наши залы
90,70000001039197290,Основной зал,"Барин — проводник коктейльной культуры в Томске и точка концентрации стопроцентного веселья. Предлагает своим гостям изысканную кухню с быстрой и оригинальной подачей блюд от Шеф-повара, которые покорят вас своим вкусом и ароматом! Мы знаем, как готовить и подавать не только идеальные коктейли, но и лучшее настроение.",Наши залы
91,70000001007548790,"Шашлык ""Ребрышки из свинины""",,Шашлыки из свинины
92,70000001007548790,"Шашлык ""Свиной рулет из вырезки ленивки""",,Шашлыки из свинины
93,70000001007548790,"Шашлык ""Свиная ленивка""",,Шашлыки из свинины
94,70000001007548790,"Шашлык ""Свиной двойной""",,Шашлыки из свинины
95,70000001007548790,"Шашлык ""Свиной Стандартный""",,Шашлыки из свинины
96,70000001007548790,"Шашлык ""Стейки из свинины""",,Шашлыки из свинины
97,70000001007548790,Гурман помидор(мясо из шеи свинины с помидорками),,Шашлыки из свинины
98,70000001007548790,Стейк Свиной вес. (цена за 100г),,Шашлыки из свинины
99,70000001007548790,"Шашлык ""Куриный стандартный""",,Шашлыки из курицы
100,70000001007548790,"Шашлык ""Куриный двойной""",,Шашлыки из курицы
101,70000001007548790,"Шашлык ""Куриные ножки""",,Шашлыки из курицы
102,70000001007548790,Шашлык Куриные крылышки,,Шашлыки из курицы
103,70000001007548790,"Шашлык ""Куриные Сердечки с перцем""",,Шашлыки из курицы
104,70000001007548790,"Шашлык ""Куриные Сердечки с помидорками""",,Шашлыки из курицы
105,70000001007548790,"Шашлык ""Люля-Кебаб из Баранины""",,Люля Кебабы
106,70000001007548790,"Шашлык ""Люля-Кебаб из Говядины""",,Люля Кебабы
107,70000001007548790,Шашлык Люля-Кебаб из Курицы,,Люля Кебабы
108,70000001007548790,"Шашлык ""Говяжий с Курдюком""",,Шашлыки из говядины
109,70000001007548790,"Шашлык ""Печень говядины с салом""",,Шашлыки из говядины
110,70000001007548790,"Шашлык ""Антрекоты из Баранины""",,Шашлыки из баранины
111,70000001007548790,"Шашлык ""Баранина стандарт""",,Шашлыки из баранины
112,70000001007548790,"Шашлык ""Ребрышки из Баранины""",,Шашлыки из баранины
113,70000001007548790,"Шашлык ""По-царски""",,Шашлыки из баранины
114,70000001007548790,"Шашлык ""Сердце и Почки из Баранины""",,Шашлыки из баранины
115,70000001007548790,"Шашлык ""Индейка""",,Ассорти
116,70000001007548790,Шаурма из курицы,,Ассорти
117,70000001007548790,Шашлык из Кальмара,,Ассорти
118,70000001007548790,"Шашлык ""Сырный""",,Ассорти
119,70000001007548790,Бастурма,,Ассорти
120,70000001007548790,Гриль из Семги (цена за 100г),,Рыба на углях
121,70000001007548790,Стейк-Тандыр из Говядины (цена за 100г),,Шашлыки из Тандыра
122,70000001007548790,Стейк-Тандыр из Свинины (цена за 100г),,Шашлыки из Тандыра
123,70000001007548790,Баклажан 1шт,,Овощи на углях
124,70000001007548790,Перец 1шт,,Овощи на углях
125,70000001007548790,Помидор 1шт,,Овощи на углях
126,70000001007548790,Шашлык Грибы-Шампиньоны,,Овощи на углях
127,70000001007548790,"Шашлык ""Овощи Гриль с Кукурузой""",,Овощи на углях
128,70000001007548790,"Шашлык ""Овощи Гриль с Баклажаном""",,Овощи на углях
129,70000001007548790,Манты,,Гарниры
130,70000001007548790,Плов,,Гарниры
131,70000001007548790,Долма,,Гарниры
132,70000001007548790,Баклажан Фаршированный,,Гарниры
133,70000001007548790,Перец Фаршированный,,Гарниры
134,70000001007548790,Соус Шашлычный,,Соусы
135,70000001007548790,Соус Аджика грузинская,,Соусы
136,70000001007548790,Соус Чесночно - сырный,,Соусы
137,70000001007548790,Соус Тэтцо,,Соусы
138,70000001007548790,Соус Гранатовый,,Соусы
139,70000001007548790,Соус Тар-Тар,,Соусы
140,70000001007548790,Чеснок маринованный,,Соусы
141,70000001069065093,Цезарь с курицей,"Куриное филе,твердый сыр, соус Цезарь,помидоры черри,айсберг",Салаты
142,70000001069065093,Греческий,"свежие овощи,маслины,зелень,брынза,соус на оливковом масле",Салаты
143,70000001069065093,Тайский салат с курицей,"Куриное филе,красный лук,болгарский перец,морковь,пекинская капуста,грецкий орех,заправка",Салаты
144,70000001069065093,Теплый салат с форелью,"форель,помидоры,микс салата,креметта,заправка",Салаты
145,70000001069065093,Теплый салат с говядиной,"Говядина,черри,шампиньоны,айсберг,огурец марин.,омлет.лента,заправка",Салаты
146,70000001069065093,Салат с печенью и апельсином,"печень курин.,апельсин,микс салата,черри,кунжут,заправка",Салаты
147,70000001069065093,Салат с креветками,"фасоль стручковая,креветки,картофель,черри,маслины,лист салата,огурец ,яйцо перепел.,заправка",Салаты
148,70000001069065093,Овощной салат с грецким орехом,"свежие овощи,грецкий орех,зелень,заправка",Салаты
149,70000001069065093,Салат Хрустящие баклажаны,"баклажан,помидор,кинза,творожный сыр,кунжут",Салаты
150,70000001069065093,Шурпа с бараниной,"Баранина на косточке,картофель,морковь",Супы
151,70000001069065093,Шурпа из говядины,"Говядина,картофель,морковь",Супы
152,70000001069065093,Шурпа с фрикадельками,,Супы
153,70000001069065093,Шурпа с фрикодельками,"Картофель, морковь, болгарский перец, помидор, фрикадельки из говядины с рисом",Супы
154,70000001069065093,Острый пряный с бараниной,"Баранина на косточке,овощи ,зелень",Супы
155,70000001069065093,Картофельное пюре,,Гарниры
156,70000001069065093,Картофель фри,,Гарниры
157,70000001069065093,Картофель по-деревенски,,Гарниры
158,70000001069065093,Рис с овощами,,Гарниры
159,70000001069065093,Овощи гриль,,Гарниры
160,70000001069065093,Котлета Ватан,Котлета из говядины с сыром и овощами,Горячие блюдо
161,70000001069065093,Манты 4 шт,,Горячие блюдо
162,70000001069065093,Плов,,Горячие блюдо
163,70000001069065093,Азу по-татарски,,Горячие блюдо
164,70000001069065093,Гуляш из говядины,,Горячие блюдо
165,70000001069065093,Котлета по-киевски,,Горячие блюдо
166,70000001069065093,Шашлык из курицы,Сочный шашлык из красного филе птицы,Шашлыки
167,70000001069065093,Шашлык из говядины,,Шашлыки
168,70000001069065093,Шашлык из корейки барашка,,Шашлыки
169,70000001069065093,Шашлык из спинки барашка,,Шашлыки
170,70000001069065093,Люля-кебаб из говядины,,Шашлыки
171,70000001069065093,Шашлык нежный,Фаршированный шашлык из говядины с овощами,Шашлыки
172,70000001069065093,Шашлык Ватан,Фаршированный шашлык с сыром и овощами,Шашлыки
173,70000001065471097,Попкорн из креветок,"Тигровые креветки, авокадо, икра тобико, маринованный и зеленый лук, кунжут и лайм с соусом чили",Закуски
174,70000001065471097,Тунец со свежим салатом,"Тунец, огурец, редис, пекинская и морская капуста мидори, маринованный красный лук, кунжут и имбирь под соусом мисо",Закуски
175,70000001065471097,Такос с цыпленком,"Филе цыпленка, хрустящая лепешка, томаты, авокадо, маринованный и фри лук, кешью, кунжут с соусом орехово-кунжутным и шрирача",Закуски
176,70000001065471097,Такос с креветками,"Попкорн из тигровых креветок, ананас кимчи, хрустящая лепешка, томаты, томатная сальса, кунжут, кинза с соусом спайси",Закуски
177,70000001065471097,Севиче из лосося,"Лосось, авокадо, редис, шпинат, пак-чой, зеленый лук с томатным соусом унаги",Закуски
178,70000001065471097,Татаки из тунца,"Тунец, томатная сальса, зелёный лук с соусом пондзу",Закуски
179,70000001065471097,Татаки из лосося,"Лосось, томатная сальса, зелёный лук с соусом шисо",Закуски
180,70000001065471097,Тёплый салат с кальмаром,"Цукини, кальмар, репчатый и зеленый лук, кунжут и кинза с чесночно-имбирным соусом",Салаты
181,70000001065471097,С тигровыми креветками,"Авокадо, тигровые креветки, томаты, киноа, шпинат, пак-чой, красный лук, кунжут и кинза с лимонным соусом кимчи",Салаты
182,70000001065471097,С авокадо и брокколи,"Брокколи, томаты, сыр тофу, авокадо, огурец, зеленый лук и кунжут с соусом блю чиз и чили-лемонграсс",Салаты
183,70000001065471097,С опаленным лососем,"Лосось, огурец, авокадо, пекинская капуста, водоросли чука, морская капуста мидори, икра тобико и кинза с соусом манго",Салаты
184,70000001065471097,С цыпленком гриль,"Филе цыпленка, бобы эдамаме, ананасовый кимчи, сыр тофу, шпинат, пак-чой, редис, красный лук, миндальные лепестки с орехово-кунжутным соусом",Салаты
185,70000001065471097,С баклажанами темпура и говядиной,"Хрустящий баклажан, говядина, томаты, арахис, кунжут и кинза с соусом чили-лемонграсс",Салаты
186,70000001065471097,Суп карри с курицей,"Куриное филе, кокосовое молоко, помидоры черри, лемонграсс, вешенки, перец чили, листья лайма и кинза. Подается с долькой лайма и рисом",Супы
187,70000001065471097,Мисо суп,"Грибы шиитаке, паста ака мисо, лапша, сыр тофу, ростки сои и водоросли вакаме соевый соус и специя хондаши",Супы
188,70000001065471097,Биск с креветками и вешенками,"Грибы вешенки, креветки, кокосовое молоко, лемонграсс, паста чили, фреш из лайма. Подается с долькой лайма и рисом",Супы
189,70000001065471097,Фо бо,"Рисовая лапша, говядина, красный и зеленый лук, кинза, базилик и мята. Подается с долькой лайма и чили заправкой перцем чили",Супы
190,70000001065471097,Том кха с креветками,"Тигровые креветки, кокосовое молоко, сливки, паста том-кха, соус лемонграсс, грибы вешенки, лист лайма, красный лук и кинза. Подается с долькой лайма и рисом",Супы
191,70000001065471097,Том кха с курицей,"Куриное филе, кокосовое молоко, сливки, паста том-кха, соус лемонграсс, грибы вешенки, лист лайма, красный лук и кинза. Подается с долькой лайма и рисом",Супы
192,70000001065471097,Том Ям с лососем,"Лосось, кокосовое молоко, паста том ям, грибы вешенки, томаты черри, лемонграсс, паста чили, красный лук и кинза. Подается с долькой лайма и рисом",Супы
193,70000001065471097,Том Ям с курицей,"Куриное филе, кокосовое молоко, паста том ям, грибы вешенки, томаты черри, лемонграсс, паста чили, красный лук и кинза. Подается с долькой лайма и рисом",Супы
194,70000001065471097,Том Ям с креветкой,"Тигровые креветки, кокосовое молоко, грибы вешенки, томаты черри, лемонграсс, паста том ям и чили, красный лук и кинза. Подается с долькой лайма и рисом",Супы
195,70000001065471097,Кукси,"Кудрявая лапша, омлет томаго, огурец, пекинская капуста, редька Дайкон, карамелизированная говядина, зелень и лайм",Супы
196,70000001065471097,С говядиной,"Японские традиционные жаренные пельмени с говядиной, соусом чесночный гальби соусом, зеленым луком, кинзой и кунжутом",Гёдзе
197,70000001065471097,С грибами,"Японские традиционные жаренные пельмени с грибами муэр, шиитаке, вешенками, сливочно-трюфельным соусом, зеленым луком, кинзой и кунжутом",Гёдзе
198,70000001065471097,С креветками и свининой,"Японские традиционные жаренные пельмени с тигровыми креветками, свининой, соусом унаги-чили, зеленым луком, кинзой и кунжутом",Гёдзе
199,70000001065471097,С бараниной,"Японские традиционные жаренные пельмени с бараниной, соусом чесночный гальби, соусом, зеленым луком, кинзой и кунжутом",Гёдзе
200,70000001065471097,Ролл с креветками и манго,"Тигровые креветки, рис, творожный сыр, авокадо, манго, лепестки миндаля, кинза с и фирменный соусом манго",Роллы и суши
201,70000001065471097,Ролл с гребешком,"Гребешок, рис, авокадо, творожный сыр, зеленый лук, кинза и кунжут с соусом никкей",Роллы и суши
202,70000001065471097,Ролл с карамельным лососем,"Карамелизированный лосось, рис, творожный сыр, огурец, зеленый лук, кинза и арахис с соусом манго",Роллы и суши
203,70000001065471097,Ролл с угрем,"Угорь, рис, авокадо, творожный сыр, зеленый лук, кинза и арахис с соусом унаги",Роллы и суши
204,70000001065471097,Ролл с креветкой,"Попкорн из креветок, рис, авокадо, лук зелёный, икра тобико, кунжут с соусом унаги",Роллы и суши
205,70000001065471097,Ролл с авокадо,"Тартар из брокколи и огурца, авокадо, ананас кимчи, водоросли чука, рис, творожный сыр, бобы эдамаме и семена кунжута",Роллы и суши
206,70000001065471097,Хрустящий рол с креветкой и угрем,"Тигровые креветки, рис, угорь, творожный сыр, огурец, зелёный лук с соусом унаги",Роллы и суши
207,70000001065471097,Хрустящий рол с лососем,"Лосось, рис, творожный сыр, огурец, редис, икра тобико, лук зеленый и лепестки миндаля с соусом карри",Роллы и суши
208,70000001065471097,Суши осидзуси с говядиной,"Тартар из говядины, рис, зеленый лук, кунжут кимчи на листе нори с соусом васаби, мисо и шрирача",Роллы и суши
209,70000001065471097,Суши осидзуси с угрем,"Тартар из тигровых креветок и угря, рис, зеленый лук, кунжут кимчи на листе нори с соусом унаги и шрирача",Роллы и суши
210,70000001065471097,Суши осидзуси с лососем,"Тартар из лосося, рис, зеленый лук, кунжут кимчи на листе нори с соусом унаги и кимчи",Роллы и суши
211,70000001065471097,Суши осидзуси с тунцом,"Тартар из тунца, рис, зеленый лук, кунжут кимчи на листе нори с соусом мисо и шрирача",Роллы и суши
212,70000001065471097,Говяжьи щёчки с жареным рисом,"Говяжьи щечки, жареный рис с яйцом, зеленый лук, кинза с соусом хойсин",Вок/ Лапша/ Рис
213,70000001065471097,Лапша со свининой и вешенками,"Рисовая лапша, свинина, грибы вешенки, жареная фунчоза, огурец, красный и зеленый лук, перец шичими, кунжут, лайм с чесночно-имбирной заправкой и сливочным кимчи",Вок/ Лапша/ Рис
214,70000001065471097,Морепродукты с жареным рисом,"Кальмар, морской гребешок, тигровые креветки, жареный рис с яйцом, стручковая фасоль, красный и зеленый лук, перец чили, лайм, кунжут и кинза с соусом терияки, кимчи и унаги",Вок/ Лапша/ Рис
215,70000001065471097,Удон с говядиной и овощами,"Пшеничная лапша, говяжья вырезка, болгарский перец, грибы вешенки, красный лук, спаржа, кинза, кунжут, чеснок, имбирь, с чесночно-имбирной заправкой и соусом терияки",Вок/ Лапша/ Рис
216,70000001065471097,Свиные ребрышки с жареным рисом,"Свиные ребрышки, жареный рис с яйцом, огурцы кимчи, зеленый лук и кунжут с приправой фурикакэ и брусничным соусом",Вок/ Лапша/ Рис
217,70000001065471097,Говядина с древесными грибами и жареным соусом,"Говяжья вырезка, жареный рис с яйцом, болгарский перец, грибы шиитаке и древесные, репчатый и зеленый лук, арахис с перечным соусом гальби",Вок/ Лапша/ Рис
218,70000001065471097,Соба с креветками,"Гречневая лапша, тигровые креветки, сыр тофу, стручковая фасоль, бобы эдамаме, яйцо, огурец, арахис, лайм, перец шичими и зеленый лук с соусом пад тай",Вок/ Лапша/ Рис
219,70000001065471097,Курица темпура с жареным рисом,"Филе курицы, жареный рис с яйцом, болгарский перец, красный и зеленый лук, кинза, чеснок, имбирь, с чесночно-имбирной заправкой и соусом терияки с абрикосовым соусом",Вок/ Лапша/ Рис
220,70000001065471097,Пряная баранина с жареным рисом,"Филе баранины, жареный рис с яйцом, болгарский и чили перец, морковь, лук порей, стручковая фасоль, чеснок, имбирь, с чесночно-имбирной заправкой и соусом терияки с соусом гальби",Вок/ Лапша/ Рис
221,70000001065471097,Лосось с авокадо гриль,"Филе лосося, лапша дайкон, авокадо, водоросли нори, перец чили, кинза, кунжут с соусом чили",Гриль
222,70000001065471097,Палтус гриль с кремом из сельдерея,"Филе палтуса, томаты, корень сельдерея, томатная сальса, кинза, кунжут с соево-медовым соусом",Гриль
223,422741746350056,Стандарт,"Цена рассчитана на одного гостяЦена указана за 1000г1. Овощное плато2. Мясное плато3. Плато из рулетов4. Канапе с языком5. Брускетта с лососем6. Тарталетка с салатом курица/грибы7. Общий салат ""Гурме""8. Салат ""Кардинал""9. Мини-шашлычок из свинины10. Овощи гриль11. Стейк из курицы12. Картофельные дольки13. Булочка",Варианты меню банкета
224,70000001034727703,Основное меню,,Напитки
225,70000001034727703,Основное меню,,Холодные закуски
226,70000001024362908,Салат с морепродуктами,"Томленые креветки и кальмары под сливочным соусом, микс салата, цедра лимона, имбирный соус, перепелиное яйцо",Салаты
227,70000001024362908,Салат с тигровыми креветками,"Креветки, лёгкий микс салат с рукколой, авокадо, вяленные томаты под чилийским соусом",Салаты
228,70000001024362908,Салат-микс с говяжьей вырезкой,"Говядина на гриле, томаты черри, маринованный огурец, микс салата, бальзамическая заправка",Салаты
229,70000001024362908,Салат с ростбифом,"Маринованный ростбиф, запеченный картофель, кабачки, микс салата, сыр ""Пармезан"", помидоры черри, соус ""Оли""",Салаты
230,70000001024362908,Цезарь с курицей,"Филе куриное на гриле, микс салата, сухарики, помидоры черри, сыр ""Пармезан"", соус ""Цезарь""",Салаты
231,70000001024362908,Цезарь с лососем,"Лосось на гриле, микс салата, сухарики, помидоры черри, сыр ""Пармезан"", соус ""Цезарь""",Салаты
232,70000001024362908,Греческий,"Микс салата, помидоры, огурцы, перец болгарский, сыр ""Фета"", оливки, маслины, соус ""песто"", красный лук",Салаты
233,70000001024362908,Салат “Чукка”,Салат из маринованных морских водорослей с ореховым соусом,Салаты
234,70000001024362908,Гнездо глухаря,"Куриная грудка, свежий огурец, морковь, картофель пай, репчатый лук, яйцо, майонез",Салаты
235,70000001024362908,Оливье с говядиной,"Говядина отварная, картофель, морковь, огурцы консервированные, яйцо куриное, горошек зелёный, майонез, зелень",Салаты
236,70000001024362908,Оливье с курицей,"Копченная куриная грудка, картофель, морковь, огурцы консервированные, яйцо куриное, горошек зелёный, майонез, зелень",Салаты
237,70000001024362908,Салат с рукколой и телячьим языком,"Говяжий язык отварной с помидором и маринованным луком, зеленый базилик с гранатовым соусом и семечками подсолнуха",Салаты
238,70000001024362908,Рыбная тарелка,"Сёмга малосольная, кета копчёная, маслянная рыба, лимон, оливки, маслины",Закуски
239,70000001024362908,Мясная тарелка,"Ростбиф, буженина, отварной язык, куриный рулет, соус ""хрен""",Закуски
240,70000001024362908,Сырная тарелка,"Сыр ""Дор - Блю"", ""Пармезан"", ""Маасдам"", свежая ягода, сухофрукты, крекеры, мёд",Закуски
241,70000001024362908,Сёмга малосольная,,Закуски
242,70000001024362908,Ростбиф,"Маринованная говядина, обжаренная на гриле",Закуски
243,70000001024362908,Закуска под водку,"Маринованные: огурцы, томаты ""черри"", капуста",Закуски
244,70000001024362908,Сырные палочки,"С соусом ""тар-тар""",Закуски
245,70000001024362908,Бородинские гренки,"С соусом ""тар-тар""",Закуски
246,70000001024362908,Луковые кольца,"С соусом ""тар - тар""",Закуски
247,70000001024362908,На компанию,"Сырные палочки, гренки чесночные, луковые кольца с соуосм ""тар-тар""",Закуски
248,70000001024362908,Кольца кальмара в кляре,Со сметанно - чесночным соусом,Закуски
249,70000001024362908,Хрустящие куриные палочки во фритюре,С кисло-сладким соусом,Закуски
250,70000001024362908,Октоберфест,"Куриные крылышки, охотничьи колбаски, луковые кольца, чесночные гренки, картофельные дольки, соус ""тар-тар"" и томатный",Закуски
